property_type,location,bed,bath,total_sqft,price
Apartment,"Section 11, Mirpur, Dhaka",2,2,650 sqft,"3,000,000"
Apartment,"Nobodoy Housing Society, Mohammadpur, Dhaka",3,3,"1,450 sqft","7,800,000"
Apartment,"Mohammadi Homes R/A, Mohammadpur, Dhaka",2,2,900 sqft,"4,750,000"
Apartment,"Mohammadi Homes R/A, Mohammadpur, Dhaka",2,2,900 sqft,"4,750,000"
Apartment,"Section 11, Mirpur, Dhaka",2,2,650 sqft,"3,000,000"
Apartment,"Khondokar Goli Road, Shiddheswari, Dhaka",3,4,"1,900 sqft","13,000,000"
Apartment,"Section 11, Mirpur, Dhaka",4,4,"1,400 sqft","6,000,000"
Apartment,"Block A, Banasree, Dhaka",4,4,"2,000 sqft","13,000,000"
Apartment,"Section 12, Mirpur, Dhaka",2,2,700 sqft,"3,000,000"
Apartment,"Section 12, Mirpur, Dhaka",2,2,700 sqft,"3,000,000"
Apartment,"Section 12, Mirpur, Dhaka",1,1,450 sqft,"2,000,000"
Apartment,"Section 11, Mirpur, Dhaka",2,2,650 sqft,"3,000,000"
Apartment,"Section 12, Mirpur, Dhaka",2,2,700 sqft,"3,000,000"
Apartment,"Section 12, Mirpur, Dhaka",1,1,450 sqft,"2,000,000"
Apartment,"Section 12, Mirpur, Dhaka",1,1,450 sqft,"2,000,000"
Apartment,"West Rampura, Rampura, Dhaka",2,2,750 sqft,"4,500,000"
Apartment,"Goran, Khilgaon, Dhaka",3,2,"1,056 sqft","5,200,000"
Apartment,"Goran, Khilgaon, Dhaka",3,3,"1,450 sqft","6,825,000"
Apartment,"Goran, Khilgaon, Dhaka",3,3,"1,400 sqft","6,600,000"
Apartment,"Block G, Bashundhara R-A, Dhaka",3,3,"1,450 sqft","11,000,000"
Apartment,"Section 12, Mirpur, Dhaka",2,2,700 sqft,"3,000,000"
Apartment,"Section 12, Mirpur, Dhaka",2,2,700 sqft,"3,000,000"
Apartment,"West Shewrapara, Mirpur, Dhaka",3,3,"1,270 sqft","5,334,000"
Apartment,"West Shewrapara, Mirpur, Dhaka",3,3,"1,200 sqft","5,280,000"
Apartment,"Section 1, Mirpur, Dhaka",2,2,830 sqft,"3,800,000"
Apartment,"Gulshan 1, Gulshan, Dhaka",3,3,"2,800 sqft","40,000,000"
Apartment,"Mansurabad Housing Society, Adabor, Dhaka",3,3,"1,467 sqft","8,700,000"
Apartment,"Sat Masjid Housing, Mohammadpur, Dhaka",3,3,"1,560 sqft","9,100,000"
Apartment,"Sat Masjid Housing, Mohammadpur, Dhaka",3,3,"1,360 sqft","8,000,000"
Apartment,"South Badda, Badda, Dhaka",3,3,"1,500 sqft","12,000,000"
Apartment,"Goran, Khilgaon, Dhaka",3,2,"1,110 sqft","4,440,000"
Apartment,"Goran, Khilgaon, Dhaka",3,2,"1,110 sqft","4,440,000"
Apartment,"Goran, Khilgaon, Dhaka",3,2,"1,125 sqft","4,500,000"
Apartment,"Goran, Khilgaon, Dhaka",3,2,"1,100 sqft","4,400,000"
Apartment,"Goran, Khilgaon, Dhaka",3,2,"1,100 sqft","4,400,000"
Apartment,"East Bashabo, Bashabo, Dhaka",3,3,"1,300 sqft","6,350,000"
Apartment,"East Bashabo, Bashabo, Dhaka",3,3,"1,300 sqft","6,350,000"
Apartment,"East Bashabo, Bashabo, Dhaka",3,3,"1,385 sqft","6,732,500"
Apartment,"East Bashabo, Bashabo, Dhaka",3,3,"1,385 sqft","6,732,500"
Apartment,"Naya Bazar, Bangshal, Dhaka",3,2,"1,243 sqft","8,079,500"
Apartment,"Section 10, Mirpur, Dhaka",3,3,"1,465 sqft","8,800,000"
Apartment,"West Shewrapara, Mirpur, Dhaka",3,3,"1,220 sqft","7,000,000"
Apartment,"Block A, Bashundhara R-A, Dhaka",3,4,"1,550 sqft","12,000,000"
Apartment,"South Badda, Badda, Dhaka",1,1,600 sqft,"3,500,000"
Apartment,"South Badda, Badda, Dhaka",3,3,"1,400 sqft","8,000,000"
Apartment,"Shukrabad, Dhanmondi, Dhaka",3,3,"2,170 sqft","25,000,000"
Apartment,"Section 10, Mirpur, Dhaka",3,3,"1,465 sqft","8,800,000"
Apartment,"Section 10, Mirpur, Dhaka",3,3,"1,560 sqft","9,200,000"
Apartment,"Section 10, Mirpur, Dhaka",3,3,"1,465 sqft","8,800,000"
Apartment,"Section 10, Mirpur, Dhaka",3,3,"1,465 sqft","8,800,000"
Apartment,"Madartek, Bashabo, Dhaka",2,2,950 sqft,"4,275,000"
Apartment,"Section 12, Mirpur, Dhaka",4,4,"2,600 sqft","14,300,000"
Apartment,"Section 6, Mirpur, Dhaka",2,2,650 sqft,"3,500,000"
Apartment,"Section 12, Mirpur, Dhaka",2,2,"1,300 sqft","7,150,000"
Apartment,"Section 12, Mirpur, Dhaka",3,3,"1,320 sqft","6,500,000"
Apartment,"Section 12, Mirpur, Dhaka",3,3,"1,080 sqft","4,200,000"
Apartment,"Madartek, Bashabo, Dhaka",3,2,"1,120 sqft","5,040,000"
Apartment,"Madartek, Bashabo, Dhaka",3,2,"1,120 sqft","5,040,000"
Apartment,"Madartek, Bashabo, Dhaka",3,2,"1,120 sqft","5,040,000"
Apartment,"Sector 10, Uttara, Dhaka",3,3,"1,507 sqft","10,000,000"
Apartment,"Dholpur New Road, Jatra Bari, Dhaka",3,3,"1,200 sqft","11,025,000"
Apartment,"Section 1, Mirpur, Dhaka",3,2,950 sqft,"4,600,000"
Apartment,"Section 6, Mirpur, Dhaka",2,2,650 sqft,"4,000,000"
Apartment,"Gulshan 2, Gulshan, Dhaka",4,4,"2,941 sqft","55,000,000"
Apartment,"Pirerbag, Mirpur, Dhaka",1,1,600 sqft,"2,800,000"
Apartment,"Road No 1, Dhanmondi, Dhaka",3,4,"1,750 sqft","28,000,000"
Apartment,"Pirerbag, Mirpur, Dhaka",2,2,"1,048 sqft","4,800,000"
Apartment,"Pirerbag, Mirpur, Dhaka",1,1,600 sqft,"2,800,000"
Apartment,"Mohammadi Housing LTD., Mohammadpur, Dhaka",4,4,"1,700 sqft","9,000,000"
Apartment,"Gulshan 2, Gulshan, Dhaka",4,4,"3,800 sqft","75,000,000"
Apartment,"Road No 1, Dhanmondi, Dhaka",3,4,"1,750 sqft","28,000,000"
Apartment,"Tikka Para Road, Mohammadpur, Dhaka",3,3,"1,450 sqft","7,540,000"
Apartment,"Block G, Bashundhara R-A, Dhaka",3,3,"1,550 sqft","11,500,000"
Apartment,"Moneshwar, Hazaribag, Dhaka",3,2,880 sqft,"3,520,000"
Apartment,"Ahmed Nagar, Mirpur, Dhaka",3,3,"1,350 sqft","6,750,000"
Apartment,"Block C, Bashundhara R-A, Dhaka",3,3,"1,350 sqft","10,000,000"
Apartment,"Ahmed Nagar, Mirpur, Dhaka",3,3,"1,500 sqft","8,250,000"
Apartment,"East Bashabo, Bashabo, Dhaka",3,3,"1,325 sqft","5,950,000"
Apartment,"East Bashabo, Bashabo, Dhaka",3,3,"1,305 sqft","5,870,000"
Apartment,"East Bashabo, Bashabo, Dhaka",3,3,"1,305 sqft","5,870,000"
Apartment,"East Bashabo, Bashabo, Dhaka",3,3,"1,305 sqft","5,870,000"
Apartment,"Block F, Banasree, Dhaka",4,3,"1,800 sqft","10,000,000"
Apartment,"Block D, Aftab Nagar, Dhaka",3,3,"1,100 sqft","7,000,000"
Apartment,"Sector 10, Uttara, Dhaka",3,3,"1,300 sqft","12,000,000"
Apartment,"Sector 9, Uttara, Dhaka",3,3,"1,450 sqft","11,000,000"
Apartment,"Block C, Khilgaon, Dhaka",3,3,"1,160 sqft","10,500,000"
Apartment,"Block C, Khilgaon, Dhaka",3,3,"1,140 sqft","10,200,000"
Apartment,"Tikka Para Road, Mohammadpur, Dhaka",2,2,750 sqft,"4,000,000"
Apartment,"Tikka Para Road, Mohammadpur, Dhaka",2,2,750 sqft,"3,800,000"
Apartment,"Tikka Para Road, Mohammadpur, Dhaka",2,2,675 sqft,"2,500,000"
Apartment,"Block E, Banasree, Dhaka",4,4,"1,800 sqft","9,000,000"
Apartment,"Nobodoy Housing Society, Mohammadpur, Dhaka",3,3,"1,450 sqft","7,800,000"
Apartment,"West Agargaon, Agargaon, Dhaka",3,3,"1,275 sqft","7,200,000"
Apartment,"Pallabi, Mirpur, Dhaka",2,2,730 sqft,"3,700,000"
Apartment,"Section 1, Mirpur, Dhaka",3,3,"1,150 sqft","5,750,000"
Apartment,"Road No 3A, Dhanmondi, Dhaka",3,3,"1,400 sqft","10,700,000"
Apartment,"Merul Badda, Badda, Dhaka",3,3,"1,220 sqft","6,710,000"
Apartment,"Nurjahan Road, Mohammadpur, Dhaka",3,3,"1,450 sqft","10,500,000"
Apartment,"Nurjahan Road, Mohammadpur, Dhaka",3,3,"1,450 sqft","10,500,000"
Apartment,"South Kafrul Road, Kafrul, Dhaka",2,2,680 sqft,"3,000,000"
Apartment,"Sector 11, Uttara, Dhaka",3,3,"1,450 sqft","9,425,000"
Apartment,"Rajarbagh, Motijheel, Dhaka",3,3,"1,320 sqft","10,000,000"
Apartment,"Rajarbagh, Motijheel, Dhaka",3,3,"1,415 sqft","9,905,000"
Apartment,"Block D, Banasree, Dhaka",3,2,"1,250 sqft","6,500,000"
Apartment,"Block C, Bashundhara R-A, Dhaka",3,3,"1,570 sqft","11,500,000"
Apartment,"Block C, Bashundhara R-A, Dhaka",3,3,"1,570 sqft","11,500,000"
Apartment,"Block C, Bashundhara R-A, Dhaka",3,3,"1,570 sqft","10,000,000"
Apartment,"Block A, Aftab Nagar, Dhaka",2,2,"1,050 sqft","6,200,000"
Apartment,"Block A, Aftab Nagar, Dhaka",2,3,"1,150 sqft","6,800,000"
Apartment,"Block A, Aftab Nagar, Dhaka",3,3,"1,300 sqft","7,600,000"
Apartment,"Tejkunipara, Tejgaon, Dhaka",3,4,"1,400 sqft","11,000,000"
Apartment,"Block E, Lalmatia, Dhaka",4,5,"2,200 sqft","25,000,000"
Apartment,"Sector 11, Uttara, Dhaka",3,3,"1,450 sqft","9,425,000"
Apartment,"Sector 11, Uttara, Dhaka",3,3,"1,450 sqft","9,425,000"
Apartment,"Middle Paikpara, Mirpur, Dhaka",3,2,"1,020 sqft","4,000,000"
Apartment,"Nurer Chala, Badda, Dhaka",2,2,815 sqft,"3,600,000"
Apartment,"Road No 3, Dhanmondi, Dhaka",2,2,925 sqft,"9,500,000"
Apartment,"Middle Paikpara, Mirpur, Dhaka",3,2,"1,000 sqft","4,500,000"
Apartment,"Section 1, Mirpur, Dhaka",3,2,"1,200 sqft","4,500,000"
Apartment,"Shah Kabir Mazar Road, Dakshin Khan, Dhaka",3,3,"1,200 sqft","5,700,000"
Apartment,"North Dhanmondi Road Kalabagan, Kalabagan, Dhaka",3,3,"1,410 sqft","11,000,000"
Apartment,"Kadamtala, Bashabo, Dhaka",3,3,"1,541 sqft","6,626,300"
Apartment,"Kadamtala, Bashabo, Dhaka",3,3,"1,526 sqft","6,561,800"
Apartment,"Kadamtala, Bashabo, Dhaka",3,3,"1,526 sqft","6,561,800"
Apartment,"Malibag College Road, Malibagh, Dhaka",3,4,"1,350 sqft","8,100,000"
Apartment,"Malibag College Road, Malibagh, Dhaka",3,4,"1,350 sqft","8,100,000"
Apartment,"Malibag College Road, Malibagh, Dhaka",3,3,"1,250 sqft","7,500,000"
Apartment,"Block I, Bashundhara R-A, Dhaka",3,3,"1,640 sqft","11,500,000"
Apartment,"Block A, Banasree, Dhaka",3,3,"1,540 sqft","16,500,000"
Apartment,"East Rampura, Rampura, Dhaka",3,3,"1,653 sqft","7,438,500"
Apartment,"East Rampura, Rampura, Dhaka",3,3,"1,653 sqft","7,438,500"
Apartment,"Block E, Banasree, Dhaka",3,3,"1,600 sqft","9,500,000"
Apartment,"Block E, Lalmatia, Dhaka",4,5,"2,200 sqft","25,000,000"
Apartment,"Block E, Lalmatia, Dhaka",4,5,"2,200 sqft","25,000,000"
Apartment,"Mirpur DOHS, Mirpur, Dhaka",3,4,"2,200 sqft","23,000,000"
Apartment,"Block A, Lalmatia, Dhaka",3,3,"1,639 sqft","18,848,500"
Apartment,"Block A, Lalmatia, Dhaka",3,3,"1,798 sqft","20,677,000"
Apartment,"Block A, Lalmatia, Dhaka",3,3,"1,798 sqft","20,677,000"
Apartment,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",2,2,700 sqft,"3,500,000"
Apartment,"Block E, Lalmatia, Dhaka",2,2,"1,000 sqft","7,000,000"
Apartment,"East Shewrapara, Mirpur, Dhaka",3,2,950 sqft,"4,000,000"
Apartment,"Sector 11, Uttara, Dhaka",3,3,"1,450 sqft","10,000,000"
Apartment,"Mirpur DOHS, Mirpur, Dhaka",3,4,"2,200 sqft","23,000,000"
Apartment,"Block G, Bashundhara R-A, Dhaka",3,3,"1,550 sqft","12,400,000"
Apartment,"Block G, Bashundhara R-A, Dhaka",3,3,"1,550 sqft","12,400,000"
Apartment,"Block G, Bashundhara R-A, Dhaka",3,3,"1,550 sqft","12,400,000"
Apartment,"Block F, Bashundhara R-A, Dhaka",3,4,"1,854 sqft","14,700,000"
Apartment,"Block G, Bashundhara R-A, Dhaka",3,3,"1,550 sqft","12,400,000"
Apartment,"Tejkunipara, Tejgaon, Dhaka",3,3,"1,175 sqft","7,400,000"
Apartment,"Kadamtala, Bashabo, Dhaka",3,3,"1,272 sqft","5,469,600"
Apartment,"Kadamtala, Bashabo, Dhaka",3,3,"1,541 sqft","6,626,300"
Apartment,"Kadamtala, Bashabo, Dhaka",3,3,"1,272 sqft","5,469,600"
Apartment,"Jigatola, Hazaribag, Dhaka",3,3,"1,350 sqft","8,000,000"
Apartment,"Road No 1, Shyamoli, Dhaka",3,3,"1,335 sqft","10,000,000"
Apartment,"Chamilibag, Shantinagar, Dhaka",4,4,"2,017 sqft","19,000,000"
Apartment,"West Shewrapara, Mirpur, Dhaka",3,2,"1,100 sqft","5,000,000"
Apartment,"Section 2, Mirpur, Dhaka",3,3,"1,285 sqft","5,500,000"
Apartment,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",3,3,"1,100 sqft","5,500,000"
Apartment,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",3,3,"1,000 sqft","5,000,000"
Apartment,"Dilkhushabag, Savar, Dhaka",3,2,"1,150 sqft","3,220,000"
Apartment,"Dilkhushabag, Savar, Dhaka",3,2,"1,150 sqft","3,220,000"
Apartment,"Sector 12, Uttara, Dhaka",3,3,"1,500 sqft","9,600,000"
Apartment,"Sector 12, Uttara, Dhaka",3,3,"1,500 sqft","9,600,000"
Apartment,"Mirpur DOHS, Mirpur, Dhaka",4,4,"2,100 sqft","18,000,000"
Apartment,"Block A, Lalmatia, Dhaka",3,3,"1,639 sqft","18,848,500"
Apartment,"Block A, Lalmatia, Dhaka",3,3,"1,798 sqft","20,677,000"
Apartment,"Pallabi, Mirpur, Dhaka",3,3,"1,250 sqft","8,200,000"
Apartment,"Nurer Chala, Badda, Dhaka",3,3,"1,300 sqft","5,500,000"
Apartment,"Section 1, Mirpur, Dhaka",3,3,"2,000 sqft","11,500,000"
Apartment,"Block B, Niketan, Dhaka",3,4,"1,665 sqft","13,500,000"
Apartment,"Circuler Road, Hatirpool, Dhaka",3,2,940 sqft,"6,800,000"
Apartment,"Narinda, Sutrapur, Dhaka",3,3,"1,450 sqft","9,500,000"
Apartment,"Block C, Bashundhara R-A, Dhaka",3,3,"1,826 sqft","15,000,000"
Apartment,"Block C, Bashundhara R-A, Dhaka",3,4,"1,925 sqft","15,475,000"
Apartment,"Kadamtala, Bashabo, Dhaka",3,3,"1,300 sqft","7,150,000"
Apartment,"Kadamtala, Bashabo, Dhaka",3,3,"1,300 sqft","7,150,000"
Apartment,"Kadamtala, Bashabo, Dhaka",3,3,"1,300 sqft","7,150,000"
Apartment,"Kadamtala, Bashabo, Dhaka",3,3,"1,300 sqft","7,150,000"
Apartment,"Baitul Aman Housing Society, Adabor, Dhaka",2,2,900 sqft,"3,600,000"
Apartment,"Moushair, Dakshin Khan, Dhaka",3,2,960 sqft,"3,700,000"
Apartment,"Section 15, Mirpur, Dhaka",3,3,"1,553 sqft","10,871,000"
Apartment,"Pallabi, Mirpur, Dhaka",3,4,"1,470 sqft","8,500,000"
Apartment,"Block G, Bashundhara R-A, Dhaka",3,3,"1,550 sqft","11,625,000"
Apartment,"North Bashabo, Bashabo, Dhaka",3,3,"1,050 sqft","4,700,000"
Apartment,"North Bashabo, Bashabo, Dhaka",3,3,"1,030 sqft","4,620,000"
Apartment,"North Bashabo, Bashabo, Dhaka",3,3,"1,050 sqft","4,700,000"
Apartment,"North Bashabo, Bashabo, Dhaka",3,3,"1,050 sqft","4,700,000"
Apartment,"North Bashabo, Bashabo, Dhaka",3,3,"1,040 sqft","4,660,000"
Apartment,"North Bashabo, Bashabo, Dhaka",3,3,"1,050 sqft","4,700,000"
Apartment,"North Bashabo, Bashabo, Dhaka",3,3,"1,040 sqft","4,660,000"
Apartment,"North Bashabo, Bashabo, Dhaka",3,3,"1,040 sqft","4,660,000"
Apartment,"Section 15, Mirpur, Dhaka",3,4,"1,872 sqft","13,104,000"
Apartment,"Sector 10, Uttara, Dhaka",3,4,"1,230 sqft","9,500,000"
Apartment,"Ashkona, Dakshin Khan, Dhaka",3,2,"1,170 sqft","4,300,000"
Apartment,"Block C, Bashundhara R-A, Dhaka",3,3,"1,460 sqft","12,000,000"
Apartment,"Block C, Bashundhara R-A, Dhaka",3,3,"1,400 sqft","12,000,000"
Apartment,"Block C, Bashundhara R-A, Dhaka",3,3,"1,460 sqft","12,000,000"
Apartment,"Block C, Bashundhara R-A, Dhaka",3,3,"1,400 sqft","12,000,000"
Apartment,"Azam Road, Mohammadpur, Dhaka",2,2,650 sqft,"4,500,000"
Apartment,"South Banasree Project, Banasree, Dhaka",3,2,950 sqft,"4,700,000"
Apartment,"South Banasree Project, Banasree, Dhaka",3,2,950 sqft,"4,700,000"
Apartment,"Baganbari Road, Khilgaon, Dhaka",3,3,"1,368 sqft","6,156,000"
Apartment,"Azam Road, Mohammadpur, Dhaka",2,2,650 sqft,"4,500,000"
Apartment,"Block D, Niketan, Dhaka",3,3,"1,639 sqft","15,000,000"
Apartment,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",2,2,860 sqft,"3,870,000"
Apartment,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",2,2,850 sqft,"3,825,000"
Apartment,"Sher Shah Suri Road, Mohammadpur, Dhaka",3,3,"1,150 sqft","7,500,000"
Apartment,"Gawair, Dakshin Khan, Dhaka",3,2,"1,322 sqft","5,500,000"
Apartment,"Gawair, Dakshin Khan, Dhaka",4,3,"1,620 sqft","6,700,000"
Apartment,"Gawair, Dakshin Khan, Dhaka",3,3,"1,442 sqft","6,500,000"
Apartment,"New Elephant Road, Hatirpool, Dhaka",4,4,"2,665 sqft","23,985,000"
Apartment,"Section 10, Mirpur, Dhaka",3,3,"1,100 sqft","6,000,000"
Apartment,"South Mollartek, Dakshin Khan, Dhaka",3,3,"1,208 sqft","6,040,000"
Apartment,"South Mollartek, Dakshin Khan, Dhaka",3,3,"1,220 sqft","6,600,000"
Apartment,"Road No 18, Banani, Dhaka",3,4,"2,000 sqft","33,000,000"
Apartment,"Section 10, Mirpur, Dhaka",2,2,650 sqft,"2,500,000"
Apartment,"Shahjadpur, Badda, Dhaka",1,1,585 sqft,"2,800,000"
Apartment,"Sector 5, Uttara, Dhaka",3,4,"1,600 sqft","12,500,000"
Apartment,"Section 10, Mirpur, Dhaka",3,3,"1,275 sqft","7,200,000"
Apartment,"Section 10, Mirpur, Dhaka",3,2,900 sqft,"4,700,000"
Apartment,"Section 10, Mirpur, Dhaka",3,3,"1,275 sqft","7,200,000"
Apartment,"Section 10, Mirpur, Dhaka",3,2,900 sqft,"4,500,000"
Apartment,"Pearabagh Road, Maghbazar, Dhaka",3,3,"1,150 sqft","7,200,000"
Apartment,"Taltola, Khilgaon, Dhaka",3,3,"1,250 sqft","7,200,000"
Apartment,"Taltola, Khilgaon, Dhaka",3,3,"1,244 sqft","7,500,000"
Apartment,"Green Road, Kathalbagan, Dhaka",3,3,"1,950 sqft","20,000,000"
Apartment,"Road No 18, Banani, Dhaka",3,3,"2,330 sqft","37,000,000"
Apartment,"Road No 5, Banani, Dhaka",3,3,"1,800 sqft","18,000,000"
Apartment,"South Mollartek, Dakshin Khan, Dhaka",3,3,"1,530 sqft","7,000,000"
Apartment,"Road No 14A, Dhanmondi, Dhaka",3,3,"1,896 sqft","24,000,000"
Apartment,"West Malibag, Malibagh, Dhaka",2,2,915 sqft,"6,000,000"
Apartment,"Ashkona, Dakshin Khan, Dhaka",3,3,"1,275 sqft","6,812,000"
Apartment,"Faydabad, Dakshin Khan, Dhaka",3,3,"1,100 sqft","4,500,000"
Apartment,"Ashkona, Dakshin Khan, Dhaka",3,3,900 sqft,"4,500,000"
Apartment,"Faydabad, Dakshin Khan, Dhaka",4,3,"1,220 sqft","4,800,000"
Apartment,"Ashkona, Dakshin Khan, Dhaka",3,3,"1,310 sqft","6,656,000"
Apartment,"Ashkona, Dakshin Khan, Dhaka",3,3,"1,330 sqft","6,375,000"
Apartment,"Tajmahal Road, Mohammadpur, Dhaka",3,3,"1,400 sqft","11,200,000"
Apartment,"Section 10, Mirpur, Dhaka",3,3,"1,250 sqft","7,000,000"
Apartment,"Dagormora, Savar, Dhaka",3,3,"1,186 sqft","3,558,000"
Apartment,"Dagormora, Savar, Dhaka",3,2,966 sqft,"2,704,800"
Apartment,"Taltola, Khilgaon, Dhaka",3,2,"1,000 sqft","5,800,000"
Apartment,"Section 10, Mirpur, Dhaka",3,3,"1,250 sqft","7,000,000"
Apartment,"Section 10, Mirpur, Dhaka",3,3,"1,250 sqft","7,000,000"
Apartment,"Haji Abdullah Sarkar Lane, Bangshal, Dhaka",2,1,650 sqft,"4,000,000"
Apartment,"South Bashabo, Bashabo, Dhaka",3,3,"1,634 sqft","8,870,000"
Apartment,"South Bashabo, Bashabo, Dhaka",3,3,"1,978 sqft","10,590,000"
Apartment,"South Bashabo, Bashabo, Dhaka",3,3,"1,633 sqft","8,865,000"
Apartment,"South Bashabo, Bashabo, Dhaka",3,3,"1,633 sqft","8,865,000"
Apartment,"Ashkona, Dakshin Khan, Dhaka",3,3,"1,350 sqft","6,750,000"
Apartment,"Tikatuli, Sutrapur, Dhaka",3,3,"1,200 sqft","8,400,000"
Apartment,"Tikatuli, Sutrapur, Dhaka",3,3,"1,260 sqft","8,820,000"
Apartment,"New Elephant Road, Hatirpool, Dhaka",3,3,"1,350 sqft","10,000,000"
Apartment,"Ashkona, Dakshin Khan, Dhaka",3,3,"1,400 sqft","7,000,000"
Apartment,"Block D, Bashundhara R-A, Dhaka",4,5,"2,929 sqft","20,000,000"
Apartment,"Sector 3, Uttara, Dhaka",3,4,"1,971 sqft","15,782,500"
Apartment,"Shantibag, Malibagh, Dhaka",2,2,915 sqft,"5,000,000"
Apartment,"East Rampura Road, Rampura, Dhaka",3,3,"1,347 sqft","7,500,000"
Apartment,"East Rampura, Rampura, Dhaka",3,3,"1,275 sqft","6,120,000"
Apartment,"East Rampura, Rampura, Dhaka",3,3,"1,275 sqft","6,120,000"
Apartment,"East Rampura, Rampura, Dhaka",3,3,"1,653 sqft","7,438,500"
Apartment,"East Rampura, Rampura, Dhaka",3,3,"1,653 sqft","7,438,500"
Apartment,"Block D, Bashundhara R-A, Dhaka",3,4,"1,750 sqft","13,000,000"
Apartment,"Block D, Bashundhara R-A, Dhaka",3,4,"1,950 sqft","18,500,000"
Apartment,"Sector 6, Uttara, Dhaka",3,3,"1,690 sqft","13,000,000"
Apartment,"Sector 6, Uttara, Dhaka",3,4,"2,286 sqft","20,300,000"
Apartment,"Sector 6, Uttara, Dhaka",3,4,"2,286 sqft","20,300,000"
Apartment,"Dagormora, Savar, Dhaka",3,2,966 sqft,"2,704,800"
Apartment,"Dagormora, Savar, Dhaka",3,2,966 sqft,"2,704,800"
Apartment,"Dagormora, Savar, Dhaka",3,3,"1,186 sqft","3,558,000"
Apartment,"Tikatuli, Sutrapur, Dhaka",3,3,"1,260 sqft","8,820,000"
Apartment,"Dagormora, Savar, Dhaka",3,2,966 sqft,"2,704,800"
Apartment,"Dagormora, Savar, Dhaka",3,2,966 sqft,"2,704,800"
Apartment,"Dagormora, Savar, Dhaka",3,2,966 sqft,"2,704,800"
Apartment,"Dagormora, Savar, Dhaka",3,2,966 sqft,"2,704,800"
Apartment,"Tikatuli, Sutrapur, Dhaka",3,3,"1,200 sqft","8,400,000"
Apartment,"Dagormora, Savar, Dhaka",3,3,"1,186 sqft","3,558,000"
Apartment,"Middle Badda, Badda, Dhaka",3,4,"1,500 sqft","8,000,000"
Apartment,"Block C, Bashundhara R-A, Dhaka",2,2,800 sqft,"6,800,000"
Apartment,"Taltola, Khilgaon, Dhaka",3,2,"1,000 sqft","5,800,000"
Apartment,"Block C, Bashundhara R-A, Dhaka",3,3,"1,630 sqft","9,780,000"
Apartment,"Block C, Bashundhara R-A, Dhaka",3,3,"1,000 sqft","6,000,000"
Apartment,"Block C, Bashundhara R-A, Dhaka",3,3,"1,000 sqft","6,000,000"
Apartment,"Block C, Bashundhara R-A, Dhaka",2,2,800 sqft,"6,800,000"
Apartment,"Block C, Bashundhara R-A, Dhaka",3,3,"1,000 sqft","6,000,000"
Apartment,"Bizlymoholla Road, Mohammadpur, Dhaka",2,2,700 sqft,"3,000,000"
Apartment,"Katashur, Mohammadpur, Dhaka",3,3,"1,130 sqft","7,500,000"
Apartment,"Block A, Lalmatia, Dhaka",3,3,"1,639 sqft","18,848,500"
Apartment,"Block A, Lalmatia, Dhaka",3,3,"1,798 sqft","20,677,000"
Apartment,"Block D, Lalmatia, Dhaka",3,4,"1,397 sqft","10,500,000"
Apartment,"Rajia Sultana Road, Mohammadpur, Dhaka",2,2,825 sqft,"5,500,000"
Apartment,"Becharam Dewri, Bangshal, Dhaka",2,2,500 sqft,"2,800,000"
Apartment,"Sector 10, Uttara, Dhaka",4,4,"3,480 sqft","24,000,000"
Apartment,"Sector 7, Uttara, Dhaka",3,3,"1,600 sqft","11,500,000"
Apartment,"East Bashabo, Bashabo, Dhaka",3,3,960 sqft,"6,172,000"
Apartment,"East Bashabo, Bashabo, Dhaka",3,2,950 sqft,"6,115,000"
Apartment,"Pallabi, Mirpur, Dhaka",2,2,798 sqft,"3,800,000"
Apartment,"Block C, Banasree, Dhaka",3,3,"1,362 sqft","9,900,500"
Apartment,"East Bashabo, Bashabo, Dhaka",3,2,960 sqft,"6,172,000"
Apartment,"Muktijoddha Road, Kachukhet, Dhaka",3,2,850 sqft,"3,300,000"
Apartment,"Taltola, Khilgaon, Dhaka",3,2,"1,000 sqft","5,400,000"
Apartment,"Moushair, Dakshin Khan, Dhaka",3,2,"1,145 sqft","5,000,000"
Apartment,"Rajabazar, Tejgaon, Dhaka",3,2,"1,155 sqft","7,500,000"
Apartment,"West Jatrabari, Jatra Bari, Dhaka",3,2,765 sqft,"3,500,000"
Apartment,"Block J, Bashundhara R-A, Dhaka",3,3,"1,250 sqft","8,200,000"
Apartment,"Muktijoddha Road, Kachukhet, Dhaka",2,1,650 sqft,"2,600,000"
Apartment,"Aainusbag, Dakshin Khan, Dhaka",3,3,"1,220 sqft","5,100,000"
Apartment,"Shekhertek, Mohammadpur, Dhaka",3,3,"1,350 sqft","5,800,000"
Apartment,"Dakhshin Para, Mohakhali, Dhaka",3,3,"1,400 sqft","9,000,000"
Apartment,"Section 15, Mirpur, Dhaka",3,4,"1,553 sqft","11,000,000"
Apartment,"Section 15, Mirpur, Dhaka",3,4,"1,553 sqft","8,700,000"
Apartment,"Section 15, Mirpur, Dhaka",3,4,"1,872 sqft","12,500,000"
