property_type,location,bed,bath,total_sqft,price
Apartment,"Goaltek, Dakshin Khan, Dhaka",2,2,892 sqft,"3,500,000"
Apartment,"Goaltek, Dakshin Khan, Dhaka",2,2,892 sqft,"4,000,000"
Apartment,"Block A, Bashundhara R-A, Dhaka",3,3,"1,750 sqft","13,000,000"
Apartment,"Comfort Housing, Adabor, Dhaka",2,2,950 sqft,"5,200,000"
Apartment,"Block F, Bashundhara R-A, Dhaka",3,4,"1,730 sqft","12,000,000"
Apartment,"Comfort Housing, Adabor, Dhaka",2,2,900 sqft,"5,000,000"
Apartment,"Tejkunipara, Tejgaon, Dhaka",3,3,"1,287 sqft","8,500,000"
Apartment,"Road No 4, Banani DOHS, Dhaka",3,3,"2,000 sqft","29,500,000"
Apartment,"Block F, Bashundhara R-A, Dhaka",3,3,"1,730 sqft","12,000,000"
Apartment,"Comfort Housing, Adabor, Dhaka",4,4,"1,850 sqft","10,500,000"
Apartment,"Bochila, Mohammadpur, Dhaka",4,4,"2,400 sqft","13,000,000"
Apartment,"Middle Badda, Badda, Dhaka",3,2,"1,130 sqft","5,085,000"
Apartment,"Bochila, Mohammadpur, Dhaka",3,3,"1,200 sqft","6,400,000"
Apartment,"Bochila, Mohammadpur, Dhaka",3,3,"1,200 sqft","6,100,000"
Apartment,"Bochila, Mohammadpur, Dhaka",4,3,"1,550 sqft","6,335,000"
Apartment,"Bochila, Mohammadpur, Dhaka",3,3,"1,400 sqft","5,680,000"
Apartment,"Block G, Bashundhara R-A, Dhaka",4,5,"3,000 sqft","32,000,000"
Apartment,"Block J, Bashundhara R-A, Dhaka",4,4,"2,100 sqft","13,500,000"
Apartment,"Matuail, Demra, Dhaka",3,2,900 sqft,"2,750,000"
Apartment,"Block J, Bashundhara R-A, Dhaka",3,3,"1,250 sqft","7,500,000"
Apartment,"Donia, Jatra Bari, Dhaka",2,2,778 sqft,"3,400,000"
Apartment,"Road No 12A, Dhanmondi, Dhaka",3,3,"1,954 sqft","24,000,000"
Apartment,"PC Culture Housing, Mohammadpur, Dhaka",2,2,950 sqft,"3,800,000"
Apartment,"PC Culture Housing, Mohammadpur, Dhaka",2,2,950 sqft,"3,800,000"
Apartment,"PC Culture Housing, Mohammadpur, Dhaka",2,2,950 sqft,"3,800,000"
Apartment,"Agamasi Lane, Bangshal, Dhaka",2,1,450 sqft,"2,250,000"
Apartment,"Donia, Jatra Bari, Dhaka",3,2,878 sqft,"3,500,000"
Apartment,"Sector 7, Uttara, Dhaka",3,4,"1,500 sqft","9,200,000"
Apartment,"Shegunbagicha Road, Shegunbagicha, Dhaka",3,3,"1,392 sqft","16,704,000"
Apartment,"Shegunbagicha Road, Shegunbagicha, Dhaka",3,3,"1,397 sqft","16,764,000"
Apartment,"Katherpul, Sutrapur, Dhaka",3,3,"1,400 sqft","8,400,000"
Apartment,"Mirpur DOHS, Mirpur, Dhaka",4,4,"2,200 sqft","19,500,000"
Apartment,"Katherpul, Sutrapur, Dhaka",3,3,"1,400 sqft","8,400,000"
Apartment,"Katherpul, Sutrapur, Dhaka",3,3,"1,400 sqft","8,400,000"
Apartment,"Katherpul, Sutrapur, Dhaka",3,2,"1,250 sqft","7,500,000"
Apartment,"Katherpul, Sutrapur, Dhaka",3,2,"1,250 sqft","7,500,000"
Apartment,"Rayer Bazaar, Hazaribag, Dhaka",2,2,800 sqft,"5,500,000"
Apartment,"Rayer Bazaar, Hazaribag, Dhaka",2,2,855 sqft,"5,800,000"
Apartment,"Rayer Bazaar, Hazaribag, Dhaka",3,3,"1,145 sqft","8,500,000"
Apartment,"Rayer Bazaar, Hazaribag, Dhaka",2,2,870 sqft,"6,500,000"
Apartment,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",3,3,"1,465 sqft","9,600,000"
Apartment,"Central Road, Hatirpool, Dhaka",4,6,"3,000 sqft","40,000,000"
Apartment,"Sohrawardy Avenue, Baridhara, Dhaka",3,3,"1,800 sqft","26,000,000"
Apartment,"Madhya Ajampur, Dakshin Khan, Dhaka",3,3,"1,157 sqft","6,300,000"
Apartment,"Block E, Banasree, Dhaka",3,3,"1,550 sqft","9,216,900"
Apartment,"West Malibag, Malibagh, Dhaka",3,3,"1,158 sqft","5,800,000"
Apartment,"Karatitola, Sutrapur, Dhaka",2,2,"1,150 sqft","6,000,000"
Apartment,"Free School Street, Kathalbagan, Dhaka",3,3,"1,530 sqft","13,000,000"
Apartment,"Outer Circular Road, Shiddheswari, Dhaka",3,3,"1,520 sqft","11,000,000"
Apartment,"Doniya, Shyampur, Dhaka",3,2,"1,200 sqft","4,800,000"
Apartment,"Road No 2, Banani, Dhaka",4,5,"2,400 sqft","25,000,000"
Apartment,"Road No 2, Banani, Dhaka",4,5,"2,400 sqft","25,000,000"
Apartment,"Bangshal Road, Bangshal, Dhaka",2,1,500 sqft,"1,300,000"
Apartment,"Doniya, Shyampur, Dhaka",3,2,950 sqft,"3,300,000"
Apartment,"Doniya, Shyampur, Dhaka",3,2,950 sqft,"3,300,000"
Apartment,"Central Road, Hatirpool, Dhaka",3,4,"1,680 sqft","15,500,000"
Apartment,"Central Road, Hatirpool, Dhaka",3,4,"1,660 sqft","15,500,000"
Apartment,"Shahjadpur, Badda, Dhaka",3,3,"1,170 sqft","7,000,000"
Apartment,"Shiddeswari Road, Shiddheswari, Dhaka",4,4,"2,464 sqft","20,000,000"
Apartment,"Sher Shah Suri Road, Mohammadpur, Dhaka",2,2,700 sqft,"4,000,000"
Apartment,"Gulbag, Malibagh, Dhaka",2,2,"1,029 sqft","5,600,000"
Apartment,"Gulbag, Malibagh, Dhaka",2,2,950 sqft,"5,000,000"
Apartment,"Gulbag, Malibagh, Dhaka",2,2,950 sqft,"5,300,000"
Apartment,"East Kazipara, Mirpur, Dhaka",2,2,665 sqft,"3,200,000"
Apartment,"East Kazipara, Mirpur, Dhaka",2,2,665 sqft,"3,000,000"
Apartment,"East Kazipara, Mirpur, Dhaka",2,2,665 sqft,"3,000,000"
Apartment,"West Monipur, Mirpur, Dhaka",3,3,"1,310 sqft","5,600,000"
Apartment,"Kotwali, Dhaka",2,2,700 sqft,"3,900,000"
Apartment,"Bangshal Road, Bangshal, Dhaka",2,1,500 sqft,"1,200,000"
Apartment,"Bangshal Road, Bangshal, Dhaka",2,1,500 sqft,"1,300,000"
Apartment,"Doniya, Shyampur, Dhaka",3,2,"1,050 sqft","4,300,000"
Apartment,"Doniya, Shyampur, Dhaka",3,2,"1,030 sqft","4,300,000"
Apartment,"Doniya, Shyampur, Dhaka",3,2,"1,050 sqft","4,300,000"
Apartment,"Doniya, Shyampur, Dhaka",3,2,"1,030 sqft","4,300,000"
Apartment,"Sector 10, Uttara, Dhaka",3,3,"1,220 sqft","7,500,000"
Apartment,"Sector 10, Uttara, Dhaka",3,3,"1,220 sqft","7,500,000"
Apartment,"West Agargaon, Agargaon, Dhaka",3,3,"1,425 sqft","8,000,000"
Apartment,"West Agargaon, Agargaon, Dhaka",3,3,"1,425 sqft","8,000,000"
Apartment,"West Agargaon, Agargaon, Dhaka",3,3,"1,425 sqft","8,000,000"
Apartment,"West Agargaon, Agargaon, Dhaka",3,3,"1,425 sqft","8,000,000"
Apartment,"West Agargaon, Agargaon, Dhaka",3,3,"1,425 sqft","8,000,000"
Apartment,"South Banasree Project, Banasree, Dhaka",3,2,"1,185 sqft","5,800,000"
Apartment,"Block J, Bashundhara R-A, Dhaka",3,3,"1,250 sqft","7,500,000"
Apartment,"Block J, Bashundhara R-A, Dhaka",3,3,"1,250 sqft","7,500,000"
Apartment,"Vashantek, Cantonment, Dhaka",3,3,"1,400 sqft","8,000,000"
Apartment,"Bangshal Road, Bangshal, Dhaka",2,1,500 sqft,"1,200,000"
Apartment,"Bangshal Road, Bangshal, Dhaka",2,1,500 sqft,"1,300,000"
Apartment,"South Keraniganj, Keraniganj, Dhaka",3,2,"1,050 sqft","4,500,000"
Apartment,"South Keraniganj, Keraniganj, Dhaka",2,2,900 sqft,"4,000,000"
Apartment,"Road No 4, Baridhara DOHS, Dhaka",3,3,"1,270 sqft","12,200,000"
Apartment,"Poribagh Road Number 2, Paribagh, Dhaka",2,2,950 sqft,"8,500,000"
Apartment,"Poribagh Road Number 2, Paribagh, Dhaka",3,3,"1,450 sqft","12,000,000"
Apartment,"Road No 4, Baridhara DOHS, Dhaka",3,3,"1,270 sqft","12,200,000"
Apartment,"Doniya, Shyampur, Dhaka",3,2,"1,200 sqft","4,800,000"
Apartment,"Doniya, Shyampur, Dhaka",3,2,"1,200 sqft","4,800,000"
Apartment,"Doniya, Shyampur, Dhaka",3,2,"1,100 sqft","3,300,000"
Apartment,"Doniya, Shyampur, Dhaka",3,2,"1,100 sqft","3,300,000"
Apartment,"Doniya, Shyampur, Dhaka",3,2,950 sqft,"3,300,000"
Apartment,"Doniya, Shyampur, Dhaka",3,2,950 sqft,"3,300,000"
Apartment,"East Kazipara, Mirpur, Dhaka",2,2,665 sqft,"3,150,000"
Apartment,"School Road, Mohakhali, Dhaka",3,2,"1,049 sqft","7,867,500"
Apartment,"Doniya, Shyampur, Dhaka",3,2,950 sqft,"3,300,000"
Apartment,"Doniya, Shyampur, Dhaka",3,2,"1,100 sqft","3,300,000"
Apartment,"Doniya, Shyampur, Dhaka",3,2,"1,100 sqft","3,300,000"
Apartment,"Doniya, Shyampur, Dhaka",3,2,"1,100 sqft","3,300,000"
Apartment,"Doniya, Shyampur, Dhaka",3,2,"1,100 sqft","3,300,000"
Apartment,"Doniya, Shyampur, Dhaka",3,2,"1,100 sqft","3,300,000"
Apartment,"Doniya, Shyampur, Dhaka",3,2,"1,100 sqft","3,300,000"
Apartment,"Doniya, Shyampur, Dhaka",3,2,"1,100 sqft","3,300,000"
Apartment,"Doniya, Shyampur, Dhaka",3,2,"1,100 sqft","3,300,000"
Apartment,"Road No 8A, Dhanmondi, Dhaka",3,3,"1,689 sqft","16,500,000"
Apartment,"West Agargaon, Agargaon, Dhaka",2,2,765 sqft,"3,700,000"
Apartment,"Taltola, Khilgaon, Dhaka",2,2,850 sqft,"5,000,000"
Apartment,"Taltola, Khilgaon, Dhaka",2,2,"1,000 sqft","5,800,000"
Apartment,"Doniya, Shyampur, Dhaka",3,2,950 sqft,"3,300,000"
Apartment,"Doniya, Shyampur, Dhaka",3,2,"1,100 sqft","3,300,000"
Apartment,"Doniya, Shyampur, Dhaka",3,2,"1,100 sqft","3,300,000"
Apartment,"Doniya, Shyampur, Dhaka",3,2,"1,100 sqft","3,300,000"
Apartment,"Doniya, Shyampur, Dhaka",3,2,950 sqft,"3,300,000"
Apartment,"Block A, Bashundhara R-A, Dhaka",3,3,"1,750 sqft","13,000,000"
Apartment,"Jigatola, Hazaribag, Dhaka",3,3,"1,185 sqft","7,110,000"
Apartment,"Jigatola, Hazaribag, Dhaka",3,3,"1,185 sqft","7,110,000"
Apartment,"Block A, Bashundhara R-A, Dhaka",3,3,"1,920 sqft","13,500,000"
Apartment,"Road No 14, Banani, Dhaka",3,3,"2,520 sqft","31,000,000"
Apartment,"Hazi Abdur Rashid Lane, Bangshal, Dhaka",2,1,500 sqft,"1,500,000"
Apartment,"Block C, Lalmatia, Dhaka",3,3,"2,070 sqft","23,000,000"
Apartment,"Bangshal Road, Bangshal, Dhaka",2,1,450 sqft,"1,200,000"
Apartment,"Block J, Bashundhara R-A, Dhaka",3,4,"1,700 sqft","11,500,000"
Apartment,"Block J, Bashundhara R-A, Dhaka",3,4,"1,700 sqft","11,500,000"
Apartment,"Block J, Bashundhara R-A, Dhaka",3,4,"1,700 sqft","11,500,000"
Apartment,"Block J, Bashundhara R-A, Dhaka",3,4,"1,700 sqft","11,500,000"
Apartment,"Block J, Bashundhara R-A, Dhaka",3,4,"1,700 sqft","11,500,000"
Apartment,"Block J, Bashundhara R-A, Dhaka",3,4,"1,700 sqft","11,500,000"
Apartment,"Block J, Bashundhara R-A, Dhaka",3,4,"1,700 sqft","11,500,000"
Apartment,"Block J, Bashundhara R-A, Dhaka",3,4,"1,700 sqft","11,500,000"
Apartment,"Block J, Bashundhara R-A, Dhaka",3,4,"1,700 sqft","11,500,000"
Apartment,"Block J, Bashundhara R-A, Dhaka",3,4,"1,700 sqft","11,500,000"
Apartment,"West Agargaon, Agargaon, Dhaka",3,2,"1,075 sqft","7,000,000"
Apartment,"Doniya, Shyampur, Dhaka",3,2,"1,200 sqft","4,800,000"
Apartment,"Hazi Abdur Rashid Lane, Bangshal, Dhaka",2,1,500 sqft,"1,500,000"
Apartment,"Hazi Abdur Rashid Lane, Bangshal, Dhaka",2,1,500 sqft,"1,500,000"
Apartment,"Free School Street, Kathalbagan, Dhaka",2,2,550 sqft,"3,500,000"
Apartment,"Section 10, Mirpur, Dhaka",2,2,760 sqft,"3,800,000"
Apartment,"Section 10, Mirpur, Dhaka",2,2,760 sqft,"3,800,000"
Apartment,"Section 10, Mirpur, Dhaka",2,2,760 sqft,"3,800,000"
Apartment,"Section 10, Mirpur, Dhaka",2,2,760 sqft,"3,800,000"
Apartment,"Section 10, Mirpur, Dhaka",2,2,760 sqft,"3,800,000"
Apartment,"Jhigatola Road, Dhanmondi, Dhaka",3,3,"1,250 sqft","8,125,000"
Apartment,"Jhigatola Road, Dhanmondi, Dhaka",3,2,930 sqft,"6,045,000"
Apartment,"Section 1, Mirpur, Dhaka",4,4,"1,675 sqft","9,712,500"
Apartment,"Section 1, Mirpur, Dhaka",2,2,950 sqft,"5,725,000"
Apartment,"Dhaka Housing Main Road, Shyamoli, Dhaka",3,2,"1,345 sqft","7,000,000"
Apartment,"Dhaka Housing Main Road, Shyamoli, Dhaka",3,2,"1,345 sqft","7,000,000"
Apartment,"Uttar Badda, Badda, Dhaka",3,2,870 sqft,"3,465,000"
Apartment,"Section 1, Mirpur, Dhaka",2,2,950 sqft,"5,725,000"
Apartment,"East Monipur, Mirpur, Dhaka",3,3,"1,350 sqft","7,000,000"
Apartment,"Section 1, Mirpur, Dhaka",3,3,"1,160 sqft","6,880,000"
Apartment,"Section 1, Mirpur, Dhaka",3,3,"1,160 sqft","6,880,000"
Apartment,"Section 1, Mirpur, Dhaka",3,3,"1,240 sqft","7,320,000"
Apartment,"Section 1, Mirpur, Dhaka",3,3,"1,240 sqft","7,320,000"
Apartment,"Section 1, Mirpur, Dhaka",3,3,"1,240 sqft","7,320,000"
Apartment,"Section 1, Mirpur, Dhaka",3,3,"1,240 sqft","7,320,000"
Apartment,"East Monipur, Mirpur, Dhaka",3,3,"1,350 sqft","7,000,000"
Apartment,"East Monipur, Mirpur, Dhaka",3,3,"1,350 sqft","7,000,000"
Apartment,"Moneshwar, Hazaribag, Dhaka",2,2,750 sqft,"3,750,000"
Apartment,"Shamibag, Sutrapur, Dhaka",3,3,"1,300 sqft","7,600,000"
Apartment,"East Monipur, Mirpur, Dhaka",3,2,900 sqft,"3,600,000"
Apartment,"East Monipur, Mirpur, Dhaka",2,2,700 sqft,"2,800,000"
Apartment,"Sher-E-Bangla Road, Dhanmondi, Dhaka",3,3,"1,275 sqft","7,395,000"
Apartment,"Sher-E-Bangla Road, Dhanmondi, Dhaka",3,3,"1,200 sqft","6,960,000"
Apartment,"Sher-E-Bangla Road, Dhanmondi, Dhaka",3,3,"1,110 sqft","6,438,000"
Apartment,"Sher-E-Bangla Road, Dhanmondi, Dhaka",3,3,"1,160 sqft","6,728,008"
Apartment,"Sher-E-Bangla Road, Dhanmondi, Dhaka",3,3,"1,275 sqft","7,395,000"
Apartment,"Sher-E-Bangla Road, Dhanmondi, Dhaka",3,3,"1,200 sqft","6,960,088"
Apartment,"Block F, Bashundhara R-A, Dhaka",3,3,"1,200 sqft","9,000,000"
Apartment,"Sher-E-Bangla Road, Dhanmondi, Dhaka",3,3,"1,110 sqft","6,438,008"
Apartment,"Sher-E-Bangla Road, Dhanmondi, Dhaka",3,3,"1,160 sqft","6,728,000"
Apartment,"Sher-E-Bangla Road, Dhanmondi, Dhaka",3,3,"1,400 sqft","8,120,000"
Apartment,"Road No 7, Baridhara DOHS, Dhaka",3,2,"1,239 sqft","14,000,000"
Apartment,"Chandrima Model Town, Mohammadpur, Dhaka",3,2,950 sqft,"4,000,000"
Apartment,"Kallyanpur, Mirpur, Dhaka",3,3,"1,450 sqft","7,800,000"
Apartment,"Ashkona, Dakshin Khan, Dhaka",3,3,"1,275 sqft","8,350,000"
Apartment,"Ashkona, Dakshin Khan, Dhaka",3,3,"1,310 sqft","6,812,000"
Apartment,"Ashkona, Dakshin Khan, Dhaka",3,3,"1,275 sqft","6,630,000"
Apartment,"Block B, Bashundhara R-A, Dhaka",3,3,"1,873 sqft","15,000,000"
Apartment,"Gandaria, Sutrapur, Dhaka",2,3,"1,245 sqft","9,900,000"
Apartment,"Chandrima Model Town, Mohammadpur, Dhaka",4,4,"2,000 sqft","8,500,000"
Apartment,"Chandrima Model Town, Mohammadpur, Dhaka",4,3,"1,650 sqft","7,000,000"
Apartment,"Chandrima Model Town, Mohammadpur, Dhaka",4,3,"1,650 sqft","7,000,000"
Apartment,"Chandrima Model Town, Mohammadpur, Dhaka",4,3,"1,910 sqft","9,500,000"
Apartment,"Chandrima Model Town, Mohammadpur, Dhaka",4,3,"1,910 sqft","9,500,000"
Apartment,"South Banasree Project, Banasree, Dhaka",3,2,950 sqft,"3,800,000"
Apartment,"Lichu Bagan Road, Joar Sahara, Dhaka",1,3,"1,200 sqft","6,500,000"
Apartment,"Uttar Badda, Badda, Dhaka",3,3,"1,200 sqft","4,200,000"
Apartment,"Section 10, Mirpur, Dhaka",2,2,750 sqft,"3,500,000"
Apartment,"Chandrima Model Town, Mohammadpur, Dhaka",2,2,875 sqft,"3,700,000"
Apartment,"Baitul Aman Housing Society, Adabor, Dhaka",3,3,"1,350 sqft","8,000,000"
Apartment,"Chandrima Model Town, Mohammadpur, Dhaka",2,2,875 sqft,"3,700,000"
Apartment,"Chandrima Model Town, Mohammadpur, Dhaka",2,2,875 sqft,"3,700,000"
Apartment,"Chandrima Model Town, Mohammadpur, Dhaka",2,2,875 sqft,"3,700,000"
Apartment,"Chandrima Model Town, Mohammadpur, Dhaka",2,2,875 sqft,"3,700,000"
Apartment,"Chandrima Model Town, Mohammadpur, Dhaka",2,2,875 sqft,"3,700,000"
Apartment,"Pirerbag, Mirpur, Dhaka",3,3,"1,700 sqft","7,000,000"
Apartment,"Chandrima Model Town, Mohammadpur, Dhaka",2,2,875 sqft,"3,700,000"
Apartment,"Chandrima Model Town, Mohammadpur, Dhaka",2,2,875 sqft,"3,700,000"
Apartment,"Chandrima Model Town, Mohammadpur, Dhaka",3,2,950 sqft,"4,000,000"
Apartment,"Chandrima Model Town, Mohammadpur, Dhaka",3,2,950 sqft,"4,000,000"
Apartment,"South Banasree Project, Banasree, Dhaka",3,3,"1,242 sqft","6,000,000"
Apartment,"Chandrima Model Town, Mohammadpur, Dhaka",3,2,950 sqft,"3,800,000"
Apartment,"Chandrima Model Town, Mohammadpur, Dhaka",3,2,950 sqft,"3,800,000"
Apartment,"Chandrima Model Town, Mohammadpur, Dhaka",3,2,950 sqft,"3,800,000"
Apartment,"Tikatuli, Sutrapur, Dhaka",2,2,760 sqft,"3,800,000"
Apartment,"Tikatuli, Sutrapur, Dhaka",2,2,780 sqft,"3,900,000"
Apartment,"Mansurabad Housing Society, Adabor, Dhaka",3,2,965 sqft,"4,602,150"
Apartment,"Khilji Road, Mohammadpur, Dhaka",3,3,"1,744 sqft","16,000,000"
Apartment,"Malibagh First Lane, Malibagh, Dhaka",3,2,"1,000 sqft","5,000,000"
Apartment,"Malibagh First Lane, Malibagh, Dhaka",3,2,"1,000 sqft","5,000,000"
Apartment,"Mansurabad Housing Society, Adabor, Dhaka",3,3,"1,140 sqft","6,612,000"
Apartment,"Kallyanpur, Mirpur, Dhaka",3,3,"1,350 sqft","6,500,000"
Apartment,"Chandrima Model Town, Mohammadpur, Dhaka",3,2,950 sqft,"3,800,000"
Apartment,"Greenway Road, Maghbazar, Dhaka",2,2,960 sqft,"6,600,000"
Apartment,"Section 2, Mirpur, Dhaka",3,3,"1,250 sqft","7,500,000"
Apartment,"Doniya, Shyampur, Dhaka",3,3,"1,300 sqft","5,000,000"
Apartment,"Doniya, Shyampur, Dhaka",3,3,"1,300 sqft","5,000,000"
Apartment,"Block D, Banasree, Dhaka",3,3,"1,365 sqft","8,000,000"
Apartment,"Doniya, Shyampur, Dhaka",3,3,"1,200 sqft","4,500,000"
Apartment,"Vashantek, Cantonment, Dhaka",3,3,"1,450 sqft","6,525,000"
Apartment,"Vashantek, Cantonment, Dhaka",3,3,"1,260 sqft","5,670,000"
Apartment,"Pirerbag, Mirpur, Dhaka",3,3,"1,463 sqft","6,500,000"
Apartment,"Pirerbag, Mirpur, Dhaka",3,3,"1,463 sqft","6,500,000"
Apartment,"Pallabi, Mirpur, Dhaka",3,3,"1,320 sqft","8,000,000"
Apartment,"Chandrima Model Town, Mohammadpur, Dhaka",2,2,810 sqft,"3,000,000"
Apartment,"Chandrima Model Town, Mohammadpur, Dhaka",2,2,810 sqft,"3,000,000"
Apartment,"Uttar Badda, Badda, Dhaka",3,2,950 sqft,"3,800,000"
Apartment,"Uttar Badda, Badda, Dhaka",3,3,"1,200 sqft","4,800,000"
Apartment,"Uttar Badda, Badda, Dhaka",3,3,"1,000 sqft","4,000,000"
Apartment,"Matikata Road, Cantonment, Dhaka",3,3,"1,618 sqft","9,500,000"
Apartment,"Matikata Road, Cantonment, Dhaka",3,3,"1,618 sqft","7,000,000"
Apartment,"Uttar Badda, Badda, Dhaka",3,3,"1,200 sqft","4,200,000"
Apartment,"Chandrima Model Town, Mohammadpur, Dhaka",2,2,875 sqft,"3,700,000"
Apartment,"Chandrima Model Town, Mohammadpur, Dhaka",3,2,950 sqft,"3,800,000"
Apartment,"Chandrima Model Town, Mohammadpur, Dhaka",3,2,950 sqft,"3,800,000"
Apartment,"Chandrima Model Town, Mohammadpur, Dhaka",3,2,950 sqft,"3,800,000"
Apartment,"Chandrima Model Town, Mohammadpur, Dhaka",3,2,950 sqft,"3,800,000"
Apartment,"Bash Bari Road, Mohammadpur, Dhaka",2,2,850 sqft,"5,100,000"
Apartment,"Bash Bari Road, Mohammadpur, Dhaka",2,2,850 sqft,"5,100,000"
Apartment,"Bash Bari Road, Mohammadpur, Dhaka",2,2,850 sqft,"5,100,000"
Apartment,"Chandrima Model Town, Mohammadpur, Dhaka",3,2,800 sqft,"2,700,000"
Apartment,"Chandrima Model Town, Mohammadpur, Dhaka",3,2,800 sqft,"2,700,000"
Apartment,"Chandrima Model Town, Mohammadpur, Dhaka",3,2,800 sqft,"2,700,000"
Apartment,"Chandrima Model Town, Mohammadpur, Dhaka",3,2,900 sqft,"3,500,000"
Apartment,"Nurjahan Road, Mohammadpur, Dhaka",2,2,720 sqft,"5,000,000"
Apartment,"Block A, Bashundhara R-A, Dhaka",3,4,"1,500 sqft","10,000,000"
Apartment,"Bash Bari Road, Mohammadpur, Dhaka",2,2,850 sqft,"5,100,000"
Apartment,"Sector 12, Uttara, Dhaka",2,2,920 sqft,"4,500,000"
Apartment,"Bash Bari Road, Mohammadpur, Dhaka",2,2,850 sqft,"5,100,000"
Apartment,"Bash Bari Road, Mohammadpur, Dhaka",2,2,850 sqft,"5,100,000"
Apartment,"Baitul Aman Housing Society, Adabor, Dhaka",3,3,"1,400 sqft","8,000,000"
Apartment,"Gulshan 2, Gulshan, Dhaka",3,3,"2,750 sqft","35,000,000"
Apartment,"South Banasree Project, Banasree, Dhaka",2,2,800 sqft,"5,000,000"
Apartment,"Matikata Road, Cantonment, Dhaka",3,3,"1,622 sqft","6,500,000"
Apartment,"Kallyanpur, Mirpur, Dhaka",3,3,"1,450 sqft","7,800,000"
Apartment,"Gulshan 2, Gulshan, Dhaka",4,4,"4,375 sqft","72,000,000"
Apartment,"Sher-E-Bangla Road, Dhanmondi, Dhaka",3,3,"1,270 sqft","8,320,000"
Apartment,"Sher-E-Bangla Road, Dhanmondi, Dhaka",3,3,"1,200 sqft","7,900,000"
Apartment,"Sher-E-Bangla Road, Dhanmondi, Dhaka",3,3,"1,160 sqft","7,660,000"
Apartment,"Sher-E-Bangla Road, Dhanmondi, Dhaka",3,3,"1,400 sqft","9,100,000"
Apartment,"Sher-E-Bangla Road, Dhanmondi, Dhaka",3,3,"1,270 sqft","8,320,000"
Apartment,"Sher-E-Bangla Road, Dhanmondi, Dhaka",3,3,"1,200 sqft","7,900,000"
Apartment,"Sher-E-Bangla Road, Dhanmondi, Dhaka",3,3,"1,100 sqft","7,300,000"
Apartment,"Sher-E-Bangla Road, Dhanmondi, Dhaka",3,3,"1,160 sqft","7,660,000"
Apartment,"Sher-E-Bangla Road, Dhanmondi, Dhaka",3,3,"1,270 sqft","8,320,000"
Apartment,"Sher-E-Bangla Road, Dhanmondi, Dhaka",3,3,"1,200 sqft","7,900,000"
Apartment,"Sher-E-Bangla Road, Dhanmondi, Dhaka",3,3,"1,100 sqft","7,300,000"
Apartment,"Sher-E-Bangla Road, Dhanmondi, Dhaka",3,3,"1,160 sqft","7,660,000"
Apartment,"Sher-E-Bangla Road, Dhanmondi, Dhaka",3,3,"1,100 sqft","7,300,000"
Apartment,"Block E, Banasree, Dhaka",3,2,"1,200 sqft","6,200,000"
Apartment,"Free School Street, Kathalbagan, Dhaka",3,2,"1,120 sqft","9,000,000"
Apartment,"Vashantek, Cantonment, Dhaka",3,3,"1,450 sqft","6,525,000"
Apartment,"Uttar Badda, Badda, Dhaka",3,3,"1,180 sqft","4,130,000"
Apartment,"Uttar Badda, Badda, Dhaka",2,2,900 sqft,"4,000,000"
Apartment,"PC Culture Housing, Mohammadpur, Dhaka",3,2,"1,050 sqft","6,300,000"
Apartment,"Sector 14, Uttara, Dhaka",3,3,"1,550 sqft","9,700,000"
Apartment,"Nawabgonj, Lalbagh, Dhaka",2,1,400 sqft,"1,400,000"
Apartment,"Greenway Road, Maghbazar, Dhaka",3,4,"2,052 sqft","15,000,000"
Apartment,"Block A, Bashundhara R-A, Dhaka",3,3,"2,440 sqft","15,500,000"
Apartment,"Comfort Housing, Adabor, Dhaka",3,3,"1,240 sqft","5,580,000"
Apartment,"Sector 14, Uttara, Dhaka",3,3,"1,616 sqft","10,504,000"
Apartment,"Sector 14, Uttara, Dhaka",3,3,"1,616 sqft","10,504,000"
Apartment,"Lichu Bagan Road, Joar Sahara, Dhaka",3,3,"1,200 sqft","7,500,000"
Apartment,"Mansurabad Housing Society, Adabor, Dhaka",3,3,"1,300 sqft","7,150,000"
Apartment,"Mansurabad Housing Society, Adabor, Dhaka",3,3,"1,350 sqft","7,425,000"
Apartment,"East Kazipara, Mirpur, Dhaka",3,3,"1,200 sqft","5,000,000"
Apartment,"East Kazipara, Mirpur, Dhaka",3,2,950 sqft,"4,000,000"
Apartment,"East Monipur, Mirpur, Dhaka",2,2,714 sqft,"2,500,000"
Apartment,"Chandrima Model Town, Mohammadpur, Dhaka",4,3,"1,650 sqft","7,000,000"
Apartment,"Chandrima Model Town, Mohammadpur, Dhaka",2,2,875 sqft,"3,700,000"
Apartment,"Chandrima Model Town, Mohammadpur, Dhaka",2,2,875 sqft,"3,700,000"
Apartment,"Chandrima Model Town, Mohammadpur, Dhaka",2,2,875 sqft,"3,700,000"
Apartment,"Rayer Bazaar, Hazaribag, Dhaka",2,2,"1,230 sqft","6,500,000"
Apartment,"Chandrima Model Town, Mohammadpur, Dhaka",2,2,875 sqft,"3,700,000"
Apartment,"Chandrima Model Town, Mohammadpur, Dhaka",2,2,875 sqft,"3,700,000"
Apartment,"Chandrima Model Town, Mohammadpur, Dhaka",2,2,875 sqft,"3,700,000"
Apartment,"Chandrima Model Town, Mohammadpur, Dhaka",2,2,875 sqft,"3,700,000"
